feature_name,source_factor,usage_type,catalog_direction,resolved_direction,direction_source,train_rank_ic,fold_id,test_year
inventory_change_5__missing,inventory_change_5,quality_flag,1,1,catalog,,fold_2022,2022
inventory_surprise__csz,inventory_surprise,predictor,1,1,catalog,,fold_2022,2022
inventory_surprise__missing,inventory_surprise,quality_flag,1,1,catalog,,fold_2022,2022
warehouse_tightness__csz,warehouse_tightness,predictor,1,1,catalog,,fold_2022,2022
warehouse_tightness__missing,warehouse_tightness,quality_flag,1,1,catalog,,fold_2022,2022
tightness_composite__csz,tightness_composite,predictor,1,1,catalog,,fold_2022,2022
tightness_composite__missing,tightness_composite,quality_flag,1,1,catalog,,fold_2022,2022
oi_growth_20__csz,oi_growth_20,conditional,0,1,train_rank_ic,0.0028773302497657606,fold_2022,2022
oi_growth_20__missing,oi_growth_20,quality_flag,0,1,train_rank_ic,0.003079786680775176,fold_2022,2022
price_oi_interaction_20__csz,price_oi_interaction_20,predictor,1,1,catalog,,fold_2022,2022
price_oi_interaction_20__missing,price_oi_interaction_20,quality_flag,1,1,catalog,,fold_2022,2022
volume_shock_20__csz,volume_shock_20,conditional,0,-1,train_rank_ic,-0.017539327114342168,fold_2022,2022
volume_shock_20__missing,volume_shock_20,quality_flag,0,-1,train_rank_ic,-0.06471610886328225,fold_2022,2022
amihud_20__csz,amihud_20,risk,-1,-1,catalog,,fold_2022,2022
amihud_20__missing,amihud_20,quality_flag,-1,-1,catalog,,fold_2022,2022
turnover_oi__csz,turnover_oi,conditional,0,1,train_rank_ic,0.002402221282656136,fold_2022,2022
realized_volatility_20__csz,realized_volatility_20,risk,0,1,train_rank_ic,0.020617245233487343,fold_2022,2022
realized_volatility_20__missing,realized_volatility_20,quality_flag,0,-1,train_rank_ic,-0.0010061657842759942,fold_2022,2022
low_volatility_20__csz,low_volatility_20,risk,1,1,catalog,,fold_2022,2022
low_volatility_20__missing,low_volatility_20,quality_flag,1,1,catalog,,fold_2022,2022
realized_skewness_60__csz,realized_skewness_60,risk,-1,-1,catalog,,fold_2022,2022
realized_skewness_60__missing,realized_skewness_60,quality_flag,-1,-1,catalog,,fold_2022,2022
seasonality_3y__csz,seasonality_3y,predictor,1,1,catalog,,fold_2022,2022
seasonality_3y__missing,seasonality_3y,quality_flag,1,1,catalog,,fold_2022,2022
sector_relative_value_60__csz,sector_relative_value_60,predictor,1,1,catalog,,fold_2022,2022
sector_relative_value_60__missing,sector_relative_value_60,quality_flag,1,1,catalog,,fold_2022,2022
factor_momentum__tsz,factor_momentum,conditional,0,1,train_rank_ic,,fold_2022,2022
factor_momentum__missing,factor_momentum,quality_flag,0,1,train_rank_ic,,fold_2022,2022
fundamental_composite_news__csz,fundamental_composite_news,predictor,1,1,catalog,,fold_2022,2022
fundamental_composite_news__missing,fundamental_composite_news,quality_flag,1,1,catalog,,fold_2022,2022
fundamental_underreaction__csz,fundamental_underreaction,predictor,1,1,catalog,,fold_2022,2022
fundamental_underreaction__missing,fundamental_underreaction,quality_flag,1,1,catalog,,fold_2022,2022
information_consistency__csz,information_consistency,predictor,1,1,catalog,,fold_2022,2022
information_consistency__missing,information_consistency,quality_flag,1,1,catalog,,fold_2022,2022
information_divergence__csz,information_divergence,predictor,0,1,train_rank_ic,0.04090511270920501,fold_2022,2022
information_divergence__missing,information_divergence,quality_flag,0,1,train_rank_ic,0.025073121884901333,fold_2022,2022
warehouse_surprise__csz,warehouse_surprise,predictor,1,1,catalog,,fold_2022,2022
warehouse_surprise__missing,warehouse_surprise,quality_flag,1,1,catalog,,fold_2022,2022
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,,fold_2022,2022
momentum_quality_60__missing,momentum_quality_60,quality_flag,1,1,catalog,,fold_2022,2022
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,,fold_2022,2022
vol_managed_momentum__missing,vol_managed_momentum,quality_flag,1,1,catalog,,fold_2022,2022
idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60,risk,0,1,train_rank_ic,0.027292137649970377,fold_2022,2022
idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,quality_flag,0,1,train_rank_ic,0.004472172156991665,fold_2022,2022
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,,fold_2022,2022
term_structure_slope__missing,term_structure_slope,quality_flag,1,1,catalog,,fold_2022,2022
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,,fold_2022,2022
term_structure_momentum__missing,term_structure_momentum,quality_flag,1,1,catalog,,fold_2022,2022
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,,fold_2022,2022
term_structure_acceleration__missing,term_structure_acceleration,quality_flag,1,1,catalog,,fold_2022,2022
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,,fold_2022,2022
basis_surprise__missing,basis_surprise,quality_flag,1,1,catalog,,fold_2022,2022
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,,fold_2022,2022
inventory_acceleration__missing,inventory_acceleration,quality_flag,1,1,catalog,,fold_2022,2022
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,,fold_2022,2022
inventory_price_divergence__missing,inventory_price_divergence,quality_flag,1,1,catalog,,fold_2022,2022
oi_surprise_60__csz,oi_surprise_60,conditional,0,-1,train_rank_ic,-0.011506624070974724,fold_2022,2022
oi_surprise_60__missing,oi_surprise_60,quality_flag,0,1,train_rank_ic,0.005273483907806198,fold_2022,2022
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.010197119780902217,fold_2022,2022
volume_price_divergence_20__missing,volume_price_divergence_20,quality_flag,0,1,train_rank_ic,0.007818273537444898,fold_2022,2022
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,1,train_rank_ic,0.0011349212439643493,fold_2022,2022
momentum_carry_interaction__missing,momentum_carry_interaction,quality_flag,0,-1,train_rank_ic,-0.005912085304519254,fold_2022,2022
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,,fold_2022,2022
nonlinear_tightness__missing,nonlinear_tightness,quality_flag,1,1,catalog,,fold_2022,2022
correlation_risk_20_120__csz,correlation_risk_20_120,risk,-1,-1,catalog,,fold_2022,2022
correlation_risk_20_120__missing,correlation_risk_20_120,quality_flag,-1,-1,catalog,,fold_2022,2022
tsmom_60__csz,tsmom_60,predictor,1,1,catalog,,fold_2023,2023
tsmom_60__missing,tsmom_60,quality_flag,1,1,catalog,,fold_2023,2023
csmom_60__csz,csmom_60,predictor,1,1,catalog,,fold_2023,2023
csmom_60__missing,csmom_60,quality_flag,1,1,catalog,,fold_2023,2023
trend_efficiency_60__csz,trend_efficiency_60,predictor,0,-1,train_rank_ic,-0.004928534196691509,fold_2023,2023
trend_efficiency_60__missing,trend_efficiency_60,quality_flag,0,-1,train_rank_ic,-0.005945846753662364,fold_2023,2023
multi_horizon_trend__csz,multi_horizon_trend,predictor,1,1,catalog,,fold_2023,2023
multi_horizon_trend__missing,multi_horizon_trend,quality_flag,1,1,catalog,,fold_2023,2023
carry_annualized__csz,carry_annualized,predictor,1,1,catalog,,fold_2023,2023
carry_annualized__missing,carry_annualized,quality_flag,1,1,catalog,,fold_2023,2023
carry_change_20__csz,carry_change_20,predictor,1,1,catalog,,fold_2023,2023
carry_change_20__missing,carry_change_20,quality_flag,1,1,catalog,,fold_2023,2023
basis_fresh__csz,basis_fresh,predictor,1,1,catalog,,fold_2023,2023
basis_fresh__missing,basis_fresh,quality_flag,1,1,catalog,,fold_2023,2023
basis_shock_20__csz,basis_shock_20,predictor,1,1,catalog,,fold_2023,2023
basis_shock_20__missing,basis_shock_20,quality_flag,1,1,catalog,,fold_2023,2023
basis_momentum_20__csz,basis_momentum_20,predictor,1,1,catalog,,fold_2023,2023
basis_momentum_20__missing,basis_momentum_20,quality_flag,1,1,catalog,,fold_2023,2023
curve_curvature__csz,curve_curvature,predictor,0,-1,train_rank_ic,-0.005529864798536678,fold_2023,2023
curve_curvature__missing,curve_curvature,quality_flag,0,-1,train_rank_ic,-0.006070245630043488,fold_2023,2023
value_252__csz,value_252,predictor,1,1,catalog,,fold_2023,2023
value_252__missing,value_252,quality_flag,1,1,catalog,,fold_2023,2023
short_reversal_5__csz,short_reversal_5,predictor,1,1,catalog,,fold_2023,2023
inventory_scarcity__csz,inventory_scarcity,predictor,1,1,catalog,,fold_2023,2023
inventory_scarcity__missing,inventory_scarcity,quality_flag,1,1,catalog,,fold_2023,2023
inventory_change_5__csz,inventory_change_5,predictor,1,1,catalog,,fold_2023,2023
inventory_change_5__missing,inventory_change_5,quality_flag,1,1,catalog,,fold_2023,2023
inventory_surprise__csz,inventory_surprise,predictor,1,1,catalog,,fold_2023,2023
inventory_surprise__missing,inventory_surprise,quality_flag,1,1,catalog,,fold_2023,2023
warehouse_tightness__csz,warehouse_tightness,predictor,1,1,catalog,,fold_2023,2023
warehouse_tightness__missing,warehouse_tightness,quality_flag,1,1,catalog,,fold_2023,2023
tightness_composite__csz,tightness_composite,predictor,1,1,catalog,,fold_2023,2023
tightness_composite__missing,tightness_composite,quality_flag,1,1,catalog,,fold_2023,2023
oi_growth_20__csz,oi_growth_20,conditional,0,1,train_rank_ic,0.00020282739534874976,fold_2023,2023
oi_growth_20__missing,oi_growth_20,quality_flag,0,1,train_rank_ic,0.003079786680775176,fold_2023,2023
price_oi_interaction_20__csz,price_oi_interaction_20,predictor,1,1,catalog,,fold_2023,2023
price_oi_interaction_20__missing,price_oi_interaction_20,quality_flag,1,1,catalog,,fold_2023,2023
volume_shock_20__csz,volume_shock_20,conditional,0,-1,train_rank_ic,-0.0119076816926013,fold_2023,2023
volume_shock_20__missing,volume_shock_20,quality_flag,0,-1,train_rank_ic,-0.06471610886328225,fold_2023,2023
amihud_20__csz,amihud_20,risk,-1,-1,catalog,,fold_2023,2023
amihud_20__missing,amihud_20,quality_flag,-1,-1,catalog,,fold_2023,2023
turnover_oi__csz,turnover_oi,conditional,0,1,train_rank_ic,0.004500459961625086,fold_2023,2023
realized_volatility_20__csz,realized_volatility_20,risk,0,1,train_rank_ic,0.02464066396460029,fold_2023,2023
realized_volatility_20__missing,realized_volatility_20,quality_flag,0,-1,train_rank_ic,-0.0010061657842759942,fold_2023,2023
low_volatility_20__csz,low_volatility_20,risk,1,1,catalog,,fold_2023,2023
low_volatility_20__missing,low_volatility_20,quality_flag,1,1,catalog,,fold_2023,2023
realized_skewness_60__csz,realized_skewness_60,risk,-1,-1,catalog,,fold_2023,2023
realized_skewness_60__missing,realized_skewness_60,quality_flag,-1,-1,catalog,,fold_2023,2023
seasonality_3y__csz,seasonality_3y,predictor,1,1,catalog,,fold_2023,2023
seasonality_3y__missing,seasonality_3y,quality_flag,1,1,catalog,,fold_2023,2023
sector_relative_value_60__csz,sector_relative_value_60,predictor,1,1,catalog,,fold_2023,2023
sector_relative_value_60__missing,sector_relative_value_60,quality_flag,1,1,catalog,,fold_2023,2023
factor_momentum__tsz,factor_momentum,conditional,0,1,train_rank_ic,,fold_2023,2023
factor_momentum__missing,factor_momentum,quality_flag,0,1,train_rank_ic,,fold_2023,2023
fundamental_composite_news__csz,fundamental_composite_news,predictor,1,1,catalog,,fold_2023,2023
fundamental_composite_news__missing,fundamental_composite_news,quality_flag,1,1,catalog,,fold_2023,2023
fundamental_underreaction__csz,fundamental_underreaction,predictor,1,1,catalog,,fold_2023,2023
fundamental_underreaction__missing,fundamental_underreaction,quality_flag,1,1,catalog,,fold_2023,2023
information_consistency__csz,information_consistency,predictor,1,1,catalog,,fold_2023,2023
information_consistency__missing,information_consistency,quality_flag,1,1,catalog,,fold_2023,2023
information_divergence__csz,information_divergence,predictor,0,1,train_rank_ic,0.03890389299029621,fold_2023,2023
information_divergence__missing,information_divergence,quality_flag,0,1,train_rank_ic,0.02909486799310216,fold_2023,2023
warehouse_surprise__csz,warehouse_surprise,predictor,1,1,catalog,,fold_2023,2023
warehouse_surprise__missing,warehouse_surprise,quality_flag,1,1,catalog,,fold_2023,2023
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,,fold_2023,2023
momentum_quality_60__missing,momentum_quality_60,quality_flag,1,1,catalog,,fold_2023,2023
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,,fold_2023,2023
vol_managed_momentum__missing,vol_managed_momentum,quality_flag,1,1,catalog,,fold_2023,2023
idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60,risk,0,1,train_rank_ic,0.02727505872677993,fold_2023,2023
idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,quality_flag,0,1,train_rank_ic,0.004472172156991665,fold_2023,2023
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,,fold_2023,2023
term_structure_slope__missing,term_structure_slope,quality_flag,1,1,catalog,,fold_2023,2023
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,,fold_2023,2023
term_structure_momentum__missing,term_structure_momentum,quality_flag,1,1,catalog,,fold_2023,2023
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,,fold_2023,2023
term_structure_acceleration__missing,term_structure_acceleration,quality_flag,1,1,catalog,,fold_2023,2023
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,,fold_2023,2023
basis_surprise__missing,basis_surprise,quality_flag,1,1,catalog,,fold_2023,2023
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,,fold_2023,2023
inventory_acceleration__missing,inventory_acceleration,quality_flag,1,1,catalog,,fold_2023,2023
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,,fold_2023,2023
inventory_price_divergence__missing,inventory_price_divergence,quality_flag,1,1,catalog,,fold_2023,2023
oi_surprise_60__csz,oi_surprise_60,conditional,0,-1,train_rank_ic,-0.009458149179188849,fold_2023,2023
oi_surprise_60__missing,oi_surprise_60,quality_flag,0,1,train_rank_ic,0.005273483907806198,fold_2023,2023
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.004444774996155908,fold_2023,2023
volume_price_divergence_20__missing,volume_price_divergence_20,quality_flag,0,1,train_rank_ic,0.009048898261843415,fold_2023,2023
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,1,train_rank_ic,0.005744841358183527,fold_2023,2023
momentum_carry_interaction__missing,momentum_carry_interaction,quality_flag,0,-1,train_rank_ic,-0.005912085304519254,fold_2023,2023
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,,fold_2023,2023
nonlinear_tightness__missing,nonlinear_tightness,quality_flag,1,1,catalog,,fold_2023,2023
correlation_risk_20_120__csz,correlation_risk_20_120,risk,-1,-1,catalog,,fold_2023,2023
correlation_risk_20_120__missing,correlation_risk_20_120,quality_flag,-1,-1,catalog,,fold_2023,2023
tsmom_60__csz,tsmom_60,predictor,1,1,catalog,,fold_2024,2024
tsmom_60__missing,tsmom_60,quality_flag,1,1,catalog,,fold_2024,2024
csmom_60__csz,csmom_60,predictor,1,1,catalog,,fold_2024,2024
csmom_60__missing,csmom_60,quality_flag,1,1,catalog,,fold_2024,2024
trend_efficiency_60__csz,trend_efficiency_60,predictor,0,-1,train_rank_ic,-0.0009630051840154996,fold_2024,2024
trend_efficiency_60__missing,trend_efficiency_60,quality_flag,0,-1,train_rank_ic,-0.005945846753662364,fold_2024,2024
multi_horizon_trend__csz,multi_horizon_trend,predictor,1,1,catalog,,fold_2024,2024
multi_horizon_trend__missing,multi_horizon_trend,quality_flag,1,1,catalog,,fold_2024,2024
carry_annualized__csz,carry_annualized,predictor,1,1,catalog,,fold_2024,2024
carry_annualized__missing,carry_annualized,quality_flag,1,1,catalog,,fold_2024,2024
carry_change_20__csz,carry_change_20,predictor,1,1,catalog,,fold_2024,2024
carry_change_20__missing,carry_change_20,quality_flag,1,1,catalog,,fold_2024,2024
basis_fresh__csz,basis_fresh,predictor,1,1,catalog,,fold_2024,2024
basis_fresh__missing,basis_fresh,quality_flag,1,1,catalog,,fold_2024,2024
basis_shock_20__csz,basis_shock_20,predictor,1,1,catalog,,fold_2024,2024
basis_shock_20__missing,basis_shock_20,quality_flag,1,1,catalog,,fold_2024,2024
basis_momentum_20__csz,basis_momentum_20,predictor,1,1,catalog,,fold_2024,2024
basis_momentum_20__missing,basis_momentum_20,quality_flag,1,1,catalog,,fold_2024,2024
curve_curvature__csz,curve_curvature,predictor,0,-1,train_rank_ic,-0.0013710647406331472,fold_2024,2024
curve_curvature__missing,curve_curvature,quality_flag,0,-1,train_rank_ic,-0.004948731380015184,fold_2024,2024
value_252__csz,value_252,predictor,1,1,catalog,,fold_2024,2024
value_252__missing,value_252,quality_flag,1,1,catalog,,fold_2024,2024
short_reversal_5__csz,short_reversal_5,predictor,1,1,catalog,,fold_2024,2024
inventory_scarcity__csz,inventory_scarcity,predictor,1,1,catalog,,fold_2024,2024
inventory_scarcity__missing,inventory_scarcity,quality_flag,1,1,catalog,,fold_2024,2024
inventory_change_5__csz,inventory_change_5,predictor,1,1,catalog,,fold_2024,2024
inventory_change_5__missing,inventory_change_5,quality_flag,1,1,catalog,,fold_2024,2024
inventory_surprise__csz,inventory_surprise,predictor,1,1,catalog,,fold_2024,2024
inventory_surprise__missing,inventory_surprise,quality_flag,1,1,catalog,,fold_2024,2024
warehouse_tightness__csz,warehouse_tightness,predictor,1,1,catalog,,fold_2024,2024
warehouse_tightness__missing,warehouse_tightness,quality_flag,1,1,catalog,,fold_2024,2024
tightness_composite__csz,tightness_composite,predictor,1,1,catalog,,fold_2024,2024
tightness_composite__missing,tightness_composite,quality_flag,1,1,catalog,,fold_2024,2024
oi_growth_20__csz,oi_growth_20,conditional,0,1,train_rank_ic,6.45929821735434e-05,fold_2024,2024
oi_growth_20__missing,oi_growth_20,quality_flag,0,1,train_rank_ic,0.003079786680775176,fold_2024,2024
price_oi_interaction_20__csz,price_oi_interaction_20,predictor,1,1,catalog,,fold_2024,2024
price_oi_interaction_20__missing,price_oi_interaction_20,quality_flag,1,1,catalog,,fold_2024,2024
volume_shock_20__csz,volume_shock_20,conditional,0,-1,train_rank_ic,-0.009607645993792378,fold_2024,2024
volume_shock_20__missing,volume_shock_20,quality_flag,0,-1,train_rank_ic,-0.06471610886328225,fold_2024,2024
amihud_20__csz,amihud_20,risk,-1,-1,catalog,,fold_2024,2024
amihud_20__missing,amihud_20,quality_flag,-1,-1,catalog,,fold_2024,2024
turnover_oi__csz,turnover_oi,conditional,0,1,train_rank_ic,0.0023330432571183665,fold_2024,2024
realized_volatility_20__csz,realized_volatility_20,risk,0,1,train_rank_ic,0.0249112782460526,fold_2024,2024
realized_volatility_20__missing,realized_volatility_20,quality_flag,0,-1,train_rank_ic,-0.0010061657842759942,fold_2024,2024
low_volatility_20__csz,low_volatility_20,risk,1,1,catalog,,fold_2024,2024
low_volatility_20__missing,low_volatility_20,quality_flag,1,1,catalog,,fold_2024,2024
realized_skewness_60__csz,realized_skewness_60,risk,-1,-1,catalog,,fold_2024,2024
realized_skewness_60__missing,realized_skewness_60,quality_flag,-1,-1,catalog,,fold_2024,2024
seasonality_3y__csz,seasonality_3y,predictor,1,1,catalog,,fold_2024,2024
seasonality_3y__missing,seasonality_3y,quality_flag,1,1,catalog,,fold_2024,2024
sector_relative_value_60__csz,sector_relative_value_60,predictor,1,1,catalog,,fold_2024,2024
sector_relative_value_60__missing,sector_relative_value_60,quality_flag,1,1,catalog,,fold_2024,2024
factor_momentum__tsz,factor_momentum,conditional,0,1,train_rank_ic,,fold_2024,2024
factor_momentum__missing,factor_momentum,quality_flag,0,1,train_rank_ic,,fold_2024,2024
fundamental_composite_news__csz,fundamental_composite_news,predictor,1,1,catalog,,fold_2024,2024
fundamental_composite_news__missing,fundamental_composite_news,quality_flag,1,1,catalog,,fold_2024,2024
fundamental_underreaction__csz,fundamental_underreaction,predictor,1,1,catalog,,fold_2024,2024
fundamental_underreaction__missing,fundamental_underreaction,quality_flag,1,1,catalog,,fold_2024,2024
information_consistency__csz,information_consistency,predictor,1,1,catalog,,fold_2024,2024
information_consistency__missing,information_consistency,quality_flag,1,1,catalog,,fold_2024,2024
information_divergence__csz,information_divergence,predictor,0,1,train_rank_ic,0.0345043534771553,fold_2024,2024
information_divergence__missing,information_divergence,quality_flag,0,1,train_rank_ic,0.03154039487383735,fold_2024,2024
warehouse_surprise__csz,warehouse_surprise,predictor,1,1,catalog,,fold_2024,2024
warehouse_surprise__missing,warehouse_surprise,quality_flag,1,1,catalog,,fold_2024,2024
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,,fold_2024,2024
momentum_quality_60__missing,momentum_quality_60,quality_flag,1,1,catalog,,fold_2024,2024
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,,fold_2024,2024
vol_managed_momentum__missing,vol_managed_momentum,quality_flag,1,1,catalog,,fold_2024,2024
idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60,risk,0,1,train_rank_ic,0.021937675033630883,fold_2024,2024
idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,quality_flag,0,1,train_rank_ic,0.004472172156991665,fold_2024,2024
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,,fold_2024,2024
term_structure_slope__missing,term_structure_slope,quality_flag,1,1,catalog,,fold_2024,2024
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,,fold_2024,2024
term_structure_momentum__missing,term_structure_momentum,quality_flag,1,1,catalog,,fold_2024,2024
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,,fold_2024,2024
term_structure_acceleration__missing,term_structure_acceleration,quality_flag,1,1,catalog,,fold_2024,2024
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,,fold_2024,2024
basis_surprise__missing,basis_surprise,quality_flag,1,1,catalog,,fold_2024,2024
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,,fold_2024,2024
inventory_acceleration__missing,inventory_acceleration,quality_flag,1,1,catalog,,fold_2024,2024
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,,fold_2024,2024
inventory_price_divergence__missing,inventory_price_divergence,quality_flag,1,1,catalog,,fold_2024,2024
oi_surprise_60__csz,oi_surprise_60,conditional,0,-1,train_rank_ic,-0.008005218000897377,fold_2024,2024
oi_surprise_60__missing,oi_surprise_60,quality_flag,0,1,train_rank_ic,0.005273483907806198,fold_2024,2024
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.0032619979028095576,fold_2024,2024
volume_price_divergence_20__missing,volume_price_divergence_20,quality_flag,0,1,train_rank_ic,0.009048898261843415,fold_2024,2024
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,1,train_rank_ic,0.005973887533340824,fold_2024,2024
momentum_carry_interaction__missing,momentum_carry_interaction,quality_flag,0,-1,train_rank_ic,-0.005912085304519254,fold_2024,2024
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,,fold_2024,2024
nonlinear_tightness__missing,nonlinear_tightness,quality_flag,1,1,catalog,,fold_2024,2024
correlation_risk_20_120__csz,correlation_risk_20_120,risk,-1,-1,catalog,,fold_2024,2024
correlation_risk_20_120__missing,correlation_risk_20_120,quality_flag,-1,-1,catalog,,fold_2024,2024
